index_left,index_middle,index_right,reflectance_surround_left,reflectance_center_left,emission_spot_left,reflectance_surround_middle,reflectance_center_middle,emission_spot_middle,reflectance_surround_right,reflectance_center_right,emission_spot_right,ImageName,ImageExr,ImageNpy,trials_2.thisRepN,trials_2.thisTrialN,trials_2.thisN,trials_2.thisIndex,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,sound_1.started,BB_Trial.resp,BB_Trial.color,BB_Trial.rt,text.started,text.stopped,sound_1.stopped,block,sound_4.started,participant,session,L/B,scene,condition,nTrialsPerBlock,date,expName,psychopyVersion,frameRate
13,7,8,0,0.111111111111111,3.10526315789474,0,0.111111111111111,1.0,0,0.25,1.0,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm11-esm100-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm11-esm100-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm11-esm100-rsr2-rcr25-esr100.npz,,,,,0,370,370,335,,right,red,1.41,1373.56902885437,,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
2,1,5,0,0.25,0.298245614035088,0,0.111111111111111,0.298245614035088,0,1.0,0.298245614035088,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm29-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm29-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm29-rsr2-rcr100-esr29.npz,,,,,0,371,371,45,,left,green,1.18,1375.64372897148,,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
5,6,8,0,1.0,0.298245614035088,0,0.027777777777778,1.0,0,0.25,1.0,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm2-esm100-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl100-esl29-rsm2-rcm2-esm100-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl100-esl29-rsm2-rcm2-esm100-rsr2-rcr25-esr100.npz,,,,,0,372,372,191,,right,red,3.14,1379.49303793907,1379.86053299904,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
12,5,4,0,0.027777777777778,3.10526315789474,0,1.0,0.298245614035088,0,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm100-esm29-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm100-esm29-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm100-esm29-rsr2-rcr69-esr29.npz,,,,,0,373,373,63,,right,red,2.99,1383.3262219429,1383.68059492111,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
7,3,12,0,0.111111111111111,1.0,0,0.444444444444444,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm44-esm29-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm44-esm29-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm44-esm29-rsr2-rcr2-esr310.npz,,,,,0,374,374,342,,left,green,2.12,1387.18460297585,1387.54966282845,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
3,7,12,0,0.444444444444444,0.298245614035088,0,0.111111111111111,1.0,0,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm11-esm100-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm11-esm100-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm11-esm100-rsr2-rcr2-esr310.npz,,,,,0,375,375,275,,left,green,3.05,1391.02842903137,1391.37762284279,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
9,8,11,0,0.444444444444444,1.0,0,0.25,1.0,0,1.0,1.0,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm25-esm100-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm25-esm100-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm25-esm100-rsr2-rcr100-esr100.npz,,,,,0,376,376,107,,left,green,1.47,1393.09253787994,1393.45520091057,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
3,14,9,0,0.444444444444444,0.298245614035088,0,0.25,3.10526315789474,0,0.444444444444444,1.0,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm25-esm310-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm25-esm310-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm25-esm310-rsr2-rcr44-esr100.npz,,,,,0,377,377,33,,right,red,2.71,1396.91422986984,1397.34052491188,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
13,12,2,0,0.111111111111111,3.10526315789474,0,0.027777777777778,3.10526315789474,0,0.25,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm310-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm310-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm2-esm310-rsr2-rcr25-esr29.npz,,,,,0,378,378,345,,right,red,1.23,1399.03533983231,1399.41377902031,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
8,3,11,0,0.25,1.0,0,0.444444444444444,0.298245614035088,0,1.0,1.0,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm44-esm29-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl25-esl100-rsm2-rcm44-esm29-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl25-esl100-rsm2-rcm44-esm29-rsr2-rcr100-esr100.npz,,,,,0,379,379,339,,left,green,1.15,1401.11093997955,1401.46089291573,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
2,7,6,0,0.25,0.298245614035088,0,0.111111111111111,1.0,0,0.027777777777778,1.0,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm100-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm100-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm100-rsr2-rcr2-esr100.npz,,,,,0,380,380,485,,left,green,1.19,1403.16743588448,1403.53741002083,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
0,2,14,0,0.027777777777778,0.298245614035088,0,0.25,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm25-esm29-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm25-esm29-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm25-esm29-rsr2-rcr25-esr310.npz,,,,,0,381,381,503,,left,green,1.32,1405.26134681702,1405.62343096733,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
9,5,11,0,0.444444444444444,1.0,0,1.0,0.298245614035088,0,1.0,1.0,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm100-esm29-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm100-esm29-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm100-esm29-rsr2-rcr100-esr100.npz,,,,,0,382,382,56,,left,green,1.2,1407.31959891319,1407.68685293198,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
2,13,10,0,0.25,0.298245614035088,0,0.111111111111111,3.10526315789474,0,0.694444444444444,1.0,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm310-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm310-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm11-esm310-rsr2-rcr69-esr100.npz,,,,,0,383,383,80,,left,green,1.24,1409.39009690285,1409.7472589016,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
4,13,6,0,0.694444444444444,0.298245614035088,0,0.111111111111111,3.10526315789474,0,0.027777777777778,1.0,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm310-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm310-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm310-rsr2-rcr2-esr100.npz,,,,,0,384,384,207,,left,green,1.12,1411.43868994713,1411.78870201111,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
12,8,7,0,0.027777777777778,3.10526315789474,0,0.25,1.0,0,0.111111111111111,1.0,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm25-esm100-rsr2-rcr11-esr100,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm25-esm100-rsr2-rcr11-esr100.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm25-esm100-rsr2-rcr11-esr100.npz,,,,,0,385,385,311,,right,red,1.49,1413.47847795486,1413.84422087669,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
13,11,9,0,0.111111111111111,3.10526315789474,0,1.0,1.0,0,0.444444444444444,1.0,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm100-esm100-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm100-esm100-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm100-esm100-rsr2-rcr44-esr100.npz,,,,,0,386,386,132,,right,red,2.9,1417.33571481705,1417.7093269825,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
14,11,9,0,0.25,3.10526315789474,0,1.0,1.0,0,0.444444444444444,1.0,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm100-esm100-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm100-esm100-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm100-esm100-rsr2-rcr44-esr100.npz,,,,,0,387,387,250,,left,green,1.57,1419.4242978096,1419.77700996399,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
14,13,4,0,0.25,3.10526315789474,0,0.111111111111111,3.10526315789474,0,0.694444444444444,0.298245614035088,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm310-rsr2-rcr69-esr29,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm310-rsr2-rcr69-esr29.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm11-esm310-rsr2-rcr69-esr29.npz,,,,,0,388,388,50,,right,red,1.15,1421.48692202568,1421.84216880798,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
14,12,8,0,0.25,3.10526315789474,0,0.027777777777778,3.10526315789474,0,0.25,1.0,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm310-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm310-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl25-esl310-rsm2-rcm2-esm310-rsr2-rcr25-esr100.npz,,,,,0,389,389,79,,right,red,1.11,1423.55112099648,,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
11,9,2,0,1.0,1.0,0,0.444444444444444,1.0,0,0.25,0.298245614035088,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm44-esm100-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm44-esm100-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm44-esm100-rsr2-rcr25-esr29.npz,,,,,0,390,390,441,,right,red,1.23,1425.63496899605,,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
4,13,11,0,0.694444444444444,0.298245614035088,0,0.111111111111111,3.10526315789474,0,1.0,1.0,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm310-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm310-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm310-rsr2-rcr100-esr100.npz,,,,,0,391,391,424,,left,green,1.22,1427.72421503067,1428.10238194466,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
9,7,10,0,0.444444444444444,1.0,0,0.111111111111111,1.0,0,0.694444444444444,1.0,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm11-esm100-rsr2-rcr69-esr100,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm11-esm100-rsr2-rcr69-esr100.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm11-esm100-rsr2-rcr69-esr100.npz,,,,,0,392,392,12,,left,green,1.22,1429.81817889214,1430.18409395218,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
0,1,14,0,0.027777777777778,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.25,3.10526315789474,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm11-esm29-rsr2-rcr25-esr310,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm11-esm29-rsr2-rcr25-esr310.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm11-esm29-rsr2-rcr25-esr310.npz,,,,,0,393,393,364,,left,green,1.43,1431.89301991463,1432.2613158226,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
1,8,12,0,0.111111111111111,0.298245614035088,0,0.25,1.0,0,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm25-esm100-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm25-esm100-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm25-esm100-rsr2-rcr2-esr310.npz,,,,,0,394,394,234,,right,red,2.8,1435.75383090973,1436.21160888672,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
9,2,8,0,0.444444444444444,1.0,0,0.25,0.298245614035088,0,0.25,1.0,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm25-esm29-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl44-esl100-rsm2-rcm25-esm29-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl44-esl100-rsm2-rcm25-esm29-rsr2-rcr25-esr100.npz,,,,,0,395,395,239,,right,red,1.24,1437.90995597839,1438.26180696487,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
13,9,0,0,0.111111111111111,3.10526315789474,0,0.444444444444444,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm44-esm100-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm44-esm100-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm44-esm100-rsr2-rcr2-esr29.npz,,,,,0,396,396,126,,left,green,1.15,1439.96619582176,1440.34113788605,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
3,4,6,0,0.444444444444444,0.298245614035088,0,0.694444444444444,0.298245614035088,0,0.027777777777778,1.0,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm29-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm29-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl44-esl29-rsm2-rcm69-esm29-rsr2-rcr2-esr100.npz,,,,,0,397,397,81,,left,green,1.04,1442.05012989044,1442.43027496338,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
4,8,11,0,0.694444444444444,0.298245614035088,0,0.25,1.0,0,1.0,1.0,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr100-esr100.npz,,,,,0,398,398,39,,left,green,0.97,1444.14942383766,1444.50805091858,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
4,8,0,0,0.694444444444444,0.298245614035088,0,0.25,1.0,0,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm25-esm100-rsr2-rcr2-esr29.npz,,,,,0,399,399,456,,left,green,0.78,1446.22246384621,1446.58222389221,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
0,1,3,0,0.027777777777778,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm11-esm29-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl2-esl29-rsm2-rcm11-esm29-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl2-esl29-rsm2-rcm11-esm29-rsr2-rcr44-esr29.npz,,,,,0,400,400,325,,left,green,1.57,1448.29619884491,1448.64764595032,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
10,3,0,0,0.694444444444444,1.0,0,0.444444444444444,0.298245614035088,0,0.027777777777778,0.298245614035088,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm44-esm29-rsr2-rcr2-esr29,exr/ReadingArea_rsl2-rcl69-esl100-rsm2-rcm44-esm29-rsr2-rcr2-esr29.exr,ReadingArea_rsl2-rcl69-esl100-rsm2-rcm44-esm29-rsr2-rcr2-esr29.npz,,,,,0,401,401,147,,right,red,1.46,1450.35444784164,1450.72008991241,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
13,9,11,0,0.111111111111111,3.10526315789474,0,0.444444444444444,1.0,0,1.0,1.0,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm44-esm100-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl11-esl310-rsm2-rcm44-esm100-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl11-esl310-rsm2-rcm44-esm100-rsr2-rcr100-esr100.npz,,,,,0,402,402,500,,left,green,1.18,1452.41766786575,1452.77466988564,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
7,8,5,0,0.111111111111111,1.0,0,0.25,1.0,0,1.0,0.298245614035088,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm100-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm100-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl11-esl100-rsm2-rcm25-esm100-rsr2-rcr100-esr29.npz,,,,,0,403,403,323,,left,green,0.91,1454.48787498474,1454.85770392418,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
11,12,8,0,1.0,1.0,0,0.027777777777778,3.10526315789474,0,0.25,1.0,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm2-esm310-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl100-esl100-rsm2-rcm2-esm310-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl100-esl100-rsm2-rcm2-esm310-rsr2-rcr25-esr100.npz,,,,,0,404,404,202,,right,red,0.96,1456.56721401215,1456.94248199463,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
1,5,11,0,0.111111111111111,0.298245614035088,0,1.0,0.298245614035088,0,1.0,1.0,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm100-esm29-rsr2-rcr100-esr100,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm100-esm29-rsr2-rcr100-esr100.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm100-esm29-rsr2-rcr100-esr100.npz,,,,,0,405,405,158,,left,green,0.99,1458.64970898628,1459.00938987732,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
2,0,12,0,0.25,0.298245614035088,0,0.027777777777778,0.298245614035088,0,0.027777777777778,3.10526315789474,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm2-esm29-rsr2-rcr2-esr310,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm2-esm29-rsr2-rcr2-esr310.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm2-esm29-rsr2-rcr2-esr310.npz,,,,,0,406,406,466,,left,green,1.46,1460.71931695938,1461.09915089607,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
1,0,2,0,0.111111111111111,0.298245614035088,0,0.027777777777778,0.298245614035088,0,0.25,0.298245614035088,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm29-rsr2-rcr25-esr29,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm29-rsr2-rcr25-esr29.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm29-rsr2-rcr25-esr29.npz,,,,,0,407,407,484,,left,green,1.18,1462.80739498138,,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
4,1,13,0,0.694444444444444,0.298245614035088,0,0.111111111111111,0.298245614035088,0,0.111111111111111,3.10526315789474,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm29-rsr2-rcr11-esr310,exr/ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm29-rsr2-rcr11-esr310.exr,ReadingArea_rsl2-rcl69-esl29-rsm2-rcm11-esm29-rsr2-rcr11-esr310.npz,,,,,0,408,408,354,,left,green,1.34,1464.89677596092,1465.25091695786,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
1,7,9,0,0.111111111111111,0.298245614035088,0,0.111111111111111,1.0,0,0.444444444444444,1.0,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm11-esm100-rsr2-rcr44-esr100,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm11-esm100-rsr2-rcr44-esr100.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm11-esm100-rsr2-rcr44-esr100.npz,,,,,0,409,409,283,,left,green,1.26,1466.95511603355,1467.32788395882,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
12,11,6,0,0.027777777777778,3.10526315789474,0,1.0,1.0,0,0.027777777777778,1.0,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm100-esm100-rsr2-rcr2-esr100,exr/ReadingArea_rsl2-rcl2-esl310-rsm2-rcm100-esm100-rsr2-rcr2-esr100.exr,ReadingArea_rsl2-rcl2-esl310-rsm2-rcm100-esm100-rsr2-rcr2-esr100.npz,,,,,0,410,410,344,,left,green,1.5,1469.03356790543,,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
2,5,8,0,0.25,0.298245614035088,0,1.0,0.298245614035088,0,0.25,1.0,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm100-esm29-rsr2-rcr25-esr100,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm100-esm29-rsr2-rcr25-esr100.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm100-esm29-rsr2-rcr25-esr100.npz,,,,,0,411,411,193,,right,red,1.32,1471.11416697502,1471.48460483551,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
2,8,5,0,0.25,0.298245614035088,0,0.25,1.0,0,1.0,0.298245614035088,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm25-esm100-rsr2-rcr100-esr29,exr/ReadingArea_rsl2-rcl25-esl29-rsm2-rcm25-esm100-rsr2-rcr100-esr29.exr,ReadingArea_rsl2-rcl25-esl29-rsm2-rcm25-esm100-rsr2-rcr100-esr29.npz,,,,,0,412,412,142,,right,red,1.26,1473.19566583633,1473.56484389305,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
1,6,3,0,0.111111111111111,0.298245614035088,0,0.027777777777778,1.0,0,0.444444444444444,0.298245614035088,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm100-rsr2-rcr44-esr29,exr/ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm100-rsr2-rcr44-esr29.exr,ReadingArea_rsl2-rcl11-esl29-rsm2-rcm2-esm100-rsr2-rcr44-esr29.npz,,,,,0,413,413,23,,left,green,1.45,1475.27560091019,1475.62845897675,,6,,AS,2,lightness,readingArea,mean,72,2023-03-10_14h54.01.506,tripletExp_regina_11082022,2022.2.4,120.183729666381
